35.18	-38.55	-129.94
35.18	-38.55	-129.94
35.0	-38.37	-128.72
35.0	-38.37	-128.72
35.0	-38.37	-128.72
35.0	-38.37	-128.72
35.0	-38.37	-128.72
35.36	-38.37	-129.42
35.36	-38.37	-129.42
35.36	-38.37	-129.42
35.36	-38.37	-129.42
35.36	-38.37	-129.42
35.72	-38.37	-130.12
35.72	-38.37	-130.12
35.72	-38.37	-130.12
35.72	-38.37	-130.12
35.72	-38.37	-130.12
35.72	-38.37	-130.12
34.46	-40.0	-128.2
34.46	-40.0	-128.2
34.46	-40.0	-128.2
34.46	-40.0	-128.2
34.46	-40.0	-128.2
34.46	-42.89	-128.55
34.46	-42.89	-128.55
34.46	-42.89	-128.55
34.46	-42.89	-128.55
34.46	-42.89	-128.55
33.19	-45.25	-129.07
33.19	-45.25	-129.07
33.19	-45.25	-129.07
33.19	-45.25	-129.07
33.19	-45.25	-129.07
30.67	-51.04	-128.03
30.67	-51.04	-128.03
30.67	-51.04	-128.03
30.67	-51.04	-128.03
30.67	-51.04	-128.03
30.67	-51.04	-128.03
30.49	-52.3	-128.9
30.49	-52.3	-128.9
30.49	-52.3	-128.9
30.49	-52.3	-128.9
30.49	-52.3	-128.9
30.49	-52.3	-128.9
30.49	-52.3	-128.9
30.49	-52.3	-128.9
30.49	-52.3	-128.9
30.49	-52.3	-128.9
30.49	-52.3	-128.9
27.24	-57.73	-129.25
27.24	-57.73	-129.25
27.24	-57.73	-129.25
27.24	-57.73	-129.25
27.24	-57.73	-129.25
24.89	-58.64	-127.68
24.89	-58.64	-127.68
24.89	-58.64	-127.68
24.89	-58.64	-127.68
24.89	-58.64	-127.68
24.89	-58.64	-127.68
19.84	-61.53	-127.68
19.84	-61.53	-127.68
19.84	-61.53	-127.68
19.84	-61.53	-127.68
19.84	-61.53	-127.68
16.24	-62.98	-127.68
16.24	-62.98	-127.68
16.24	-62.98	-127.68
16.24	-62.98	-127.68
16.24	-62.98	-127.68
11.0	-61.71	-126.81
11.0	-61.71	-126.81
11.0	-61.71	-126.81
11.0	-61.71	-126.81
11.0	-61.71	-126.81
8.12	-64.25	-125.77
8.12	-64.25	-125.77
8.12	-64.25	-125.77
8.12	-64.25	-125.77
8.12	-64.25	-125.77
5.77	-61.9	-127.33
5.95	-63.16	-126.81
5.95	-63.16	-126.81
5.95	-63.16	-126.81
5.95	-63.16	-126.81
5.95	-63.16	-126.81
3.79	-62.44	-128.2
3.79	-62.44	-128.2
3.79	-62.44	-128.2
3.79	-62.44	-128.2
3.79	-62.44	-128.2
3.79	-62.44	-128.2
3.79	-62.44	-128.2
3.79	-62.44	-128.2
3.79	-62.44	-128.2
3.79	-62.44	-128.2
3.79	-62.44	-128.2
-2.16	-61.17	-126.99
-2.16	-61.17	-126.99
-2.16	-61.17	-126.99
-2.16	-61.17	-126.99
-2.16	-61.17	-126.99
-3.25	-61.17	-126.29
